# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  2 22:04:50 2026
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
8009,5111801,K06521.01,,FALSE POSITIVE,0.562006231,7.2040000e-06,-7.2040000e-06,132.0289000,1.250000e-02,-1.250000e-02,3.49600,0.44200,-0.44200,1.4200e+01,1.600e+00,-1.600e+00,0.58,1.600e-01,-1.400e-01,6609.00,188.00,-235.00,4.170,0.209,-0.171,1.4550,0.3980,-0.3580,1.1440,0.1770,-0.1590
8010,5112198,K06522.01,,FALSE POSITIVE,3.215590540,4.2150000e-05,-4.2150000e-05,133.5375000,1.150000e-02,-1.150000e-02,16.26100,0.38700,-0.38700,2.0240e+02,7.700e+00,-7.700e+00,18.80,5.900e+00,-2.100e+00,6300.00,169.00,-207.00,4.414,0.084,-0.210,1.0360,0.3250,-0.1160,1.0120,0.1460,-0.1200
8011,5113809,K06523.01,,FALSE POSITIVE,1.547426532,,,132.8859128,,,16.13460,,,5.3290e+02,,,3.62,1.080e+00,-5.800e-01,6612.00,158.00,-218.00,4.303,0.101,-0.188,1.2640,0.3770,-0.2030,1.1730,0.1750,-0.1580
8012,5115178,K06524.01,,FALSE POSITIVE,12.851722103,1.3160000e-06,-1.3160000e-06,132.8395131,8.140000e-05,-8.140000e-05,5.71731,0.00460,-0.00460,4.2519e+04,3.230e+01,-3.230e+01,47.26,1.378e+01,-5.910e+00,5838.00,158.00,-194.00,4.438,0.098,-0.196,0.9670,0.2820,-0.1210,0.9360,0.1320,-0.0990
8013,5115379,K06525.01,,FALSE POSITIVE,4.205579700,1.2570000e-04,-1.2570000e-04,132.1233000,2.450000e-02,-2.450000e-02,19.40000,20.20000,-20.20000,1.0050e+02,4.000e+00,-4.000e+00,1.80,1.000e+00,-3.300e-01,6190.00,158.00,-196.00,4.261,0.156,-0.156,1.2590,0.7020,-0.2310,1.0520,0.2640,-0.1210
8014,5115688,K06526.01,,CANDIDATE,486.778320000,1.9700000e-02,-1.9700000e-02,529.0865000,2.450000e-02,-2.450000e-02,15.29000,1.30000,-1.30000,3.7080e+02,3.870e+01,-3.870e+01,9.30,5.700e-01,-2.360e+00,5039.00,103.00,-131.00,3.295,0.032,-0.032,4.9500,0.3020,-1.2560,1.7650,0.1930,-0.7730
8015,6045093,K06653.01,,CANDIDATE,28.268216700,4.5560000e-04,-4.5560000e-04,135.5505000,1.350000e-02,-1.350000e-02,1.35500,0.55100,-0.55100,1.9700e+02,5.210e+01,-5.210e+01,1.22,4.700e-01,-9.000e-02,5496.00,168.00,-152.00,4.564,0.024,-0.024,0.8380,0.3270,-0.0590,0.9390,0.0750,-0.0860
8016,6046311,K06654.01,,FALSE POSITIVE,0.957476003,1.6310000e-06,-1.6310000e-06,131.9126300,1.440000e-03,-1.440000e-03,0.66240,0.06650,-0.06650,4.5070e+02,3.320e+01,-3.320e+01,2.47,7.200e-01,-3.900e-01,6312.00,169.00,-207.00,4.338,0.124,-0.186,1.1220,0.3270,-0.1760,0.9980,0.1600,-0.1070
8017,6048106,K06655.01,,FALSE POSITIVE,1.559360638,4.1350000e-06,-4.1350000e-06,132.5395500,3.300000e-03,-3.300000e-03,5.44580,0.01840,-0.01840,2.8007e+05,7.560e+02,-7.560e+02,94.20,2.710e+01,-1.975e+01,7002.00,216.00,-312.00,4.193,0.153,-0.187,1.4880,0.4280,-0.3120,1.2610,0.1980,-0.1980
8018,6048255,K06656.01,,FALSE POSITIVE,0.576272480,,,132.0811000,,,1.75000,,,,,,,,,,,,,,,,,,,,
8019,6057750,K06657.01,,CANDIDATE,1.603705800,2.5910000e-05,-2.5910000e-05,131.9529000,1.840000e-02,-1.840000e-02,9.06700,0.78400,-0.78400,3.2800e+01,2.000e+00,-2.000e+00,1.54,3.700e-01,-3.300e-01,6400.00,76.00,-76.00,3.877,0.165,-0.135,2.5120,0.5990,-0.5440,1.7320,0.1720,-0.1900
8020,6060580,K06658.01,,FALSE POSITIVE,2.313367981,2.4000000e-07,-2.4000000e-07,133.1999763,8.530000e-05,-8.530000e-05,2.42645,0.00286,-0.00286,1.3438e+04,1.120e+01,-1.120e+01,33.55,6.580e+00,-2.810e+00,5508.00,150.00,-150.00,4.598,0.034,-0.127,0.7640,0.1500,-0.0640,0.8550,0.0820,-0.1000
8021,6063448,K06659.01,,FALSE POSITIVE,76.018113750,5.0730000e-05,-5.0730000e-05,139.9432960,5.290000e-04,-5.290000e-04,13.48490,0.03850,-0.03850,8.0671e+04,2.140e+02,-2.140e+02,63.58,1.603e+01,-2.205e+01,6703.00,189.00,-260.00,4.018,0.299,-0.161,1.8920,0.4770,-0.6560,1.3650,0.1700,-0.2910
8022,6066107,K06660.01,,FALSE POSITIVE,0.828839440,,,132.0134430,,,1.83000,,,,,,,,,,,,,,,,,,,,
8023,8391983,K07884.01,,CANDIDATE,0.709650420,3.5450000e-05,-3.5450000e-05,131.9769500,5.670000e-03,-5.670000e-03,1.31800,0.20500,-0.20500,2.2340e+02,3.100e+01,-3.100e+01,1.49,4.000e-01,-2.700e-01,5618.00,169.00,-169.00,4.373,0.153,-0.187,1.0020,0.2690,-0.1790,0.8650,0.1250,-0.0730
8024,6890618,K06787.01,,FALSE POSITIVE,1.574063832,1.8390000e-06,-1.8390000e-06,133.0551400,1.040000e-03,-1.040000e-03,5.63570,0.05080,-0.05080,1.1181e+03,9.500e+00,-9.500e+00,28.63,7.380e+00,-4.290e+00,5951.00,160.00,-178.00,4.411,0.120,-0.180,0.9620,0.2480,-0.1440,0.8690,0.1080,-0.0810
8025,6925263,K06788.01,,FALSE POSITIVE,2.519899350,3.3080000e-05,-3.3080000e-05,133.7109000,7.520000e-03,-7.520000e-03,1.55000,0.45800,-0.45800,1.4720e+02,3.500e+01,-3.500e+01,1.04,4.400e-01,-9.000e-02,5646.00,167.00,-143.00,4.549,0.031,-0.031,0.8410,0.3550,-0.0670,0.9140,0.0960,-0.0870
8026,6927629,K06789.01,,FALSE POSITIVE,3.867613816,3.4200000e-07,-3.4200000e-07,135.3438766,7.130000e-05,-7.130000e-05,5.36467,0.00351,-0.00351,3.4091e+05,2.520e+02,-2.520e+02,69.23,1.972e+01,-1.218e+01,5780.00,156.00,-173.00,4.364,0.149,-0.182,1.0460,0.2980,-0.1840,0.9210,0.1240,-0.0930
8027,6929016,K06790.01,,FALSE POSITIVE,0.733726452,6.0560000e-06,-6.0560000e-06,132.0200500,7.950000e-03,-7.950000e-03,2.30900,0.28200,-0.28200,1.1460e+02,9.300e+00,-9.300e+00,0.86,2.300e-01,-6.000e-02,5855.00,158.00,-175.00,4.578,0.033,-0.187,0.7970,0.2110,-0.0560,0.8850,0.0900,-0.1080
8028,6936977,K06791.01,,FALSE POSITIVE,36.473115046,1.4890000e-06,-1.4890000e-06,159.7666622,3.180000e-05,-3.180000e-05,2.91005,0.00408,-0.00408,1.6193e+05,2.120e+01,-2.120e+01,53.10,1.019e+01,-4.720e+00,5452.00,162.00,-146.00,4.594,0.032,-0.128,0.7660,0.1470,-0.0680,0.8540,0.0790,-0.0980
8029,6939670,K06792.01,,FALSE POSITIVE,4.238855579,1.7370000e-06,-1.7370000e-06,135.2014640,3.360000e-04,-3.360000e-04,5.22350,0.01950,-0.01950,6.8002e+04,2.130e+02,-2.130e+02,38.01,6.810e+00,-5.580e+00,5655.00,167.00,-167.00,4.482,0.135,-0.135,0.8040,0.1440,-0.1180,0.7160,0.0980,-0.0330
8030,6947623,K06793.01,,CANDIDATE,3.626573920,2.4860000e-05,-2.4860000e-05,133.5765800,6.170000e-03,-6.170000e-03,1.79100,0.19800,-0.19800,9.8500e+01,1.130e+01,-1.130e+01,0.79,1.600e-01,-7.000e-02,5416.00,161.00,-161.00,4.579,0.034,-0.136,0.8000,0.1590,-0.0680,0.8900,0.0810,-0.0990
8031,6947837,K06794.01,,FALSE POSITIVE,1.170338480,4.8810000e-05,-4.8810000e-05,132.4153000,4.130000e-02,-4.130000e-02,11.56000,3.20000,-3.20000,1.7300e+01,2.900e+00,-2.900e+00,0.98,4.600e-01,-2.200e-01,8027.00,230.00,-324.00,3.997,0.149,-0.149,2.3140,1.1040,-0.5140,1.9400,0.3280,-0.3070
8032,6949550,K06795.01,,FALSE POSITIVE,7.841066931,3.6700000e-07,-3.6700000e-07,136.5883392,3.860000e-05,-3.860000e-05,5.47901,0.00135,-0.00135,3.4209e+05,5.680e+01,-5.680e+01,56.33,1.596e+01,-5.300e+00,5973.00,161.00,-179.00,4.562,0.037,-0.200,0.8290,0.2350,-0.0780,0.9150,0.0980,-0.1090
8033,7811211,K06918.01,,CANDIDATE,0.902403563,2.3100000e-07,-2.3100000e-07,131.8272730,2.050000e-04,-2.050000e-04,1.71290,0.02700,-0.02700,4.7595e+03,3.690e+01,-3.690e+01,6.17,2.590e+00,-4.100e-01,5776.00,161.00,-148.00,4.599,0.029,-0.029,0.7550,0.3180,-0.0500,0.8260,0.0930,-0.0760
8034,7812893,K06919.01,,CANDIDATE,8.799872200,1.0380000e-04,-1.0380000e-04,136.3774400,9.810000e-03,-9.810000e-03,1.15300,0.38200,-0.38200,2.7030e+02,5.390e+01,-5.390e+01,1.09,5.000e-02,-9.000e-02,4298.00,129.00,-142.00,4.603,0.053,-0.018,0.6750,0.0280,-0.0570,0.6680,0.0520,-0.0520
8035,7816680,K06920.01,,FALSE POSITIVE,4.292599454,3.9300000e-07,-3.9300000e-07,131.7702811,7.640000e-05,-7.640000e-05,4.73293,0.00256,-0.00256,1.4003e+05,9.880e+01,-9.880e+01,64.04,1.882e+01,-8.070e+00,6467.00,173.00,-211.00,4.377,0.062,-0.188,1.1740,0.3450,-0.1480,1.1970,0.1690,-0.1690
8036,7816935,K06921.01,,CANDIDATE,6.877780290,9.0340000e-05,-9.0340000e-05,133.0417600,8.930000e-03,-8.930000e-03,3.19900,0.26200,-0.26200,1.2400e+02,1.460e+01,-1.460e+01,1.19,4.000e-01,-1.400e-01,6274.00,174.00,-218.00,4.434,0.056,-0.224,1.0620,0.3610,-0.1200,1.1150,0.1560,-0.1560
8037,7838639,K06922.01,,FALSE POSITIVE,2.113197701,2.0400000e-07,-2.0400000e-07,132.3310213,8.070000e-05,-8.070000e-05,3.46341,0.00578,-0.00578,5.7316e+04,7.200e+01,-7.200e+01,50.13,1.429e+01,-1.429e+01,6215.00,188.00,-206.00,4.138,0.258,-0.172,1.4630,0.4170,-0.4170,1.0730,0.1690,-0.1540
8038,7846730,K06923.01,,FALSE POSITIVE,11.028226740,3.9550000e-05,-3.9550000e-05,136.9673200,2.970000e-03,-2.970000e-03,8.27500,0.23000,-0.23000,2.7804e+05,7.095e+03,-7.095e+03,75.47,2.215e+01,-1.812e+01,6271.00,199.00,-243.00,4.199,0.190,-0.190,1.3870,0.4070,-0.3330,1.1090,0.1940,-0.1410
8039,7847927,K06924.01,,FALSE POSITIVE,70.376269870,1.9860000e-05,-1.9860000e-05,151.2284450,2.000000e-04,-2.000000e-04,6.42050,0.01080,-0.01080,1.1605e+05,1.830e+02,-1.830e+02,40.43,8.080e+00,-3.220e+00,5458.00,163.00,-147.00,4.603,0.032,-0.128,0.7550,0.1510,-0.0600,0.8450,0.0800,-0.0980
8040,7868967,K06925.01,,CANDIDATE,12.948925600,1.8530000e-04,-1.8530000e-04,142.4450000,1.370000e-02,-1.370000e-02,2.16200,0.68500,-0.68500,3.3100e+02,1.250e+02,-1.250e+02,0.94,9.000e-02,-1.300e-01,3867.00,80.00,-135.00,4.734,0.070,-0.070,0.5250,0.0500,-0.0700,0.5450,0.0500,-0.0700
8041,8526387,K07051.01,,FALSE POSITIVE,0.772803664,5.1810000e-06,-5.1810000e-06,131.7035400,5.920000e-03,-5.920000e-03,1.36800,0.17800,-0.17800,2.9020e+02,3.500e+01,-3.500e+01,1.11,8.000e-02,-1.000e-01,4535.00,159.00,-159.00,4.607,0.052,-0.028,0.6680,0.0480,-0.0600,0.6590,0.0750,-0.0540
8042,8543278,K07052.01,,FALSE POSITIVE,7.549299761,6.2900000e-07,-6.2900000e-07,135.0113297,6.750000e-05,-6.750000e-05,2.46338,0.00361,-0.00361,4.4576e+04,4.540e+01,-4.540e+01,18.80,2.430e+00,-1.210e+00,5085.00,136.00,-151.00,4.679,0.028,-0.077,0.6340,0.0820,-0.0410,0.6990,0.0680,-0.0610
8043,8552500,K07053.01,,FALSE POSITIVE,0.530972263,4.9880000e-06,-4.9880000e-06,131.7212000,9.350000e-03,-9.350000e-03,3.65300,0.65800,-0.65800,4.8600e+01,6.300e+00,-6.300e+00,9.32,3.150e+00,-1.050e+00,6185.00,175.00,-197.00,4.472,0.054,-0.216,0.9910,0.3350,-0.1120,1.0600,0.1440,-0.1440
8044,8552540,K07054.01,,FALSE POSITIVE,0.530967171,8.2000000e-08,-8.2000000e-08,131.7253850,1.280000e-04,-1.280000e-04,3.81020,0.02310,-0.02310,3.7839e+05,8.080e+02,-8.080e+02,92.29,2.682e+01,-1.146e+01,5951.00,148.00,-163.00,4.439,0.084,-0.196,0.9910,0.2880,-0.1230,0.9830,0.1340,-0.1220
8045,8553788,K07055.01,,FALSE POSITIVE,1.606163631,1.3500000e-07,-1.3500000e-07,131.6342249,6.950000e-05,-6.950000e-05,4.92516,0.00362,-0.00362,1.4460e+05,7.530e+01,-7.530e+01,130.46,1.291e+01,-2.402e+01,8027.00,63.00,-95.00,3.997,0.126,-0.073,2.3140,0.2290,-0.4260,1.9400,0.1630,-0.2180
8046,8553907,K07056.01,,FALSE POSITIVE,42.032096076,6.4890000e-06,-6.4890000e-06,133.5811190,1.280000e-04,-1.280000e-04,11.67680,0.00719,-0.00719,3.9126e+05,2.080e+02,-2.080e+02,79.17,1.772e+01,-8.860e+00,6618.00,148.00,-198.00,4.393,0.063,-0.147,1.1170,0.2500,-0.1250,1.1280,0.1250,-0.1390
8047,8559796,K07057.01,,FALSE POSITIVE,0.619303759,,,131.5539456,,,6.60380,,,7.4500e+01,,,4.71,1.530e+00,-1.020e+00,7138.00,199.00,-299.00,4.137,0.158,-0.193,1.6840,0.5480,-0.3650,1.4190,0.2280,-0.2280
8048,8559863,K07058.01,,FALSE POSITIVE,22.470494368,2.1160000e-06,-2.1160000e-06,143.2848310,7.840000e-05,-7.840000e-05,7.39097,0.00570,-0.00570,4.5979e+04,2.970e+01,-2.970e+01,19.12,2.800e+00,-1.290e+00,5315.00,159.00,-143.00,4.636,0.030,-0.090,0.6970,0.1020,-0.0470,0.7720,0.0740,-0.0740
8049,8489260,K07889.01,,CANDIDATE,130.235324000,3.0300000e-03,-3.0300000e-03,218.2719000,2.010000e-02,-2.010000e-02,5.67800,0.53400,-0.53400,7.5010e+02,9.140e+01,-9.140e+01,2.44,6.800e-01,-2.300e-01,5616.00,166.00,-183.00,4.529,0.036,-0.192,0.9030,0.2510,-0.0840,1.0060,0.0850,-0.1130
8050,9529856,K07185.01,,FALSE POSITIVE,37.482223878,4.3090000e-06,-4.3090000e-06,155.8400132,9.560000e-05,-9.560000e-05,4.81451,0.00428,-0.00428,2.8977e+04,2.420e+01,-2.420e+01,114.14,1.829e+01,-4.268e+01,6422.00,195.00,-176.00,3.780,0.320,-0.080,2.4150,0.3870,-0.9030,1.2840,0.2220,-0.2470
8051,9536048,K07186.01,,FALSE POSITIVE,3.711862430,1.3360000e-05,-1.3360000e-05,132.6486000,2.670000e-03,-2.670000e-03,1.03200,0.19800,-0.19800,5.3900e+01,1.090e+01,-1.090e+01,0.95,3.100e-01,-1.600e-01,6302.00,170.00,-208.00,4.299,0.112,-0.208,1.2580,0.4040,-0.2180,1.1500,0.1810,-0.1480
8052,9540450,K07187.01,,FALSE POSITIVE,1.077358008,1.8900000e-07,-1.8900000e-07,131.6005510,1.380000e-04,-1.380000e-04,3.67130,0.00920,-0.00920,3.1105e+05,6.530e+02,-6.530e+02,70.64,2.244e+01,-1.208e+01,6100.00,298.00,-364.00,4.397,0.112,-0.208,1.0640,0.3380,-0.1820,1.0290,0.1770,-0.1450
8053,9540675,K07188.01,,FALSE POSITIVE,3.556435140,9.0200000e-05,-9.0200000e-05,133.5696000,2.430000e-02,-2.430000e-02,8.52900,0.66300,-0.66300,4.5800e+01,3.900e+00,-3.900e+00,0.75,2.100e-01,-1.700e-01,5831.00,157.00,-157.00,4.289,0.225,-0.184,1.1090,0.3120,-0.2560,0.8730,0.1210,-0.0800
8054,9541163,K07189.01,,FALSE POSITIVE,0.536649700,6.2670000e-06,-6.2670000e-06,131.7177100,9.070000e-03,-9.070000e-03,2.88700,0.38100,-0.38100,1.0540e+02,1.350e+01,-1.350e+01,0.92,2.300e-01,-8.000e-02,5822.00,140.00,-192.00,4.529,0.042,-0.178,0.8980,0.2310,-0.0770,0.9940,0.1040,-0.1160
8055,9541567,K07190.01,,FALSE POSITIVE,1.122845010,,,131.6719080,,,0.95000,,,,,,,,,,,,,,,,,,,,
8056,9569866,K07191.01,,FALSE POSITIVE,1.480324075,1.1600000e-07,-1.1600000e-07,131.7556963,6.420000e-05,-6.420000e-05,3.20209,0.00283,-0.00283,4.0001e+05,3.840e+02,-3.840e+02,47.81,5.340e+00,-4.800e+00,5260.00,157.00,-141.00,4.560,0.082,-0.060,0.7170,0.0800,-0.0720,0.6800,0.0910,-0.0350
8057,9579192,K07192.01,,FALSE POSITIVE,12.083537810,7.2200000e-07,-7.2200000e-07,139.6155998,4.980000e-05,-4.980000e-05,7.90317,0.00254,-0.00254,4.3087e+04,1.600e+01,-1.600e+01,50.33,1.032e+01,-1.548e+01,6770.00,162.00,-203.00,3.890,0.266,-0.114,2.2140,0.4540,-0.6810,1.3890,0.2310,-0.2310
8058,8540376,K07892.01,Kepler-457 d,CONFIRMED,10.692115000,3.3130000e-03,-3.3130000e-03,141.1160000,4.330000e-01,-4.330000e-01,4.65700,0.44000,-0.44000,4.0840e+02,5.120e+01,-5.120e+01,2.71,8.200e-01,-4.500e-01,6474.00,159.00,-250.00,4.311,0.108,-0.201,1.2420,0.3800,-0.2050,1.1480,0.1920,-0.1570
8059,10363300,K07318.01,,FALSE POSITIVE,0.934926138,7.6000000e-08,-7.6000000e-08,132.1779461,6.360000e-05,-6.360000e-05,3.19250,0.00315,-0.00315,1.3194e+05,6.710e+01,-6.710e+01,58.67,1.801e+01,-7.730e+00,5962.00,181.00,-217.00,4.423,0.067,-0.216,1.0780,0.3310,-0.1420,1.1260,0.1380,-0.1520
8060,10388451,K07319.01,,CANDIDATE,17.167767500,2.7080000e-04,-2.7080000e-04,142.9943000,1.180000e-02,-1.180000e-02,2.97500,0.40500,-0.40500,3.3510e+02,4.800e+01,-4.800e+01,0.97,1.000e-01,-9.000e-02,3761.00,50.00,-50.00,4.724,0.060,-0.060,0.5260,0.0500,-0.0500,0.5350,0.0500,-0.0500
8061,10396708,K07320.01,,CANDIDATE,8.502077490,9.3300000e-05,-9.3300000e-05,132.3612100,9.400000e-03,-9.400000e-03,3.05700,0.26900,-0.26900,1.1730e+02,1.280e+01,-1.280e+01,0.75,7.000e-02,-7.000e-02,4889.00,146.00,-131.00,4.570,0.066,-0.044,0.7150,0.0620,-0.0690,0.6930,0.0880,-0.0470
8062,10407047,K07321.01,,FALSE POSITIVE,0.933746990,7.3880000e-06,-7.3880000e-06,131.5240600,7.250000e-03,-7.250000e-03,6.16800,0.40900,-0.40900,1.7210e+02,8.600e+00,-8.600e+00,103.98,4.311e+01,-4.312e+01,4909.00,132.00,-132.00,3.136,0.402,-0.268,5.2720,2.1860,-2.1860,1.3860,0.2420,-0.3630
8063,10407430,K07322.01,,FALSE POSITIVE,0.933759404,6.0500000e-06,-6.0500000e-06,131.5029400,9.760000e-03,-9.760000e-03,3.49100,0.33900,-0.33900,1.1490e+02,6.900e+00,-6.900e+00,0.99,2.900e-01,-9.000e-02,5766.00,172.00,-189.00,4.514,0.060,-0.180,0.8660,0.2490,-0.0830,0.8950,0.1100,-0.0900
8064,10407464,K07323.01,,FALSE POSITIVE,0.933737110,1.2780000e-05,-1.2780000e-05,131.5293000,1.210000e-02,-1.210000e-02,3.15100,0.34400,-0.34400,1.2900e+01,1.400e+00,-1.400e+00,0.37,7.000e-02,-5.000e-02,6300.00,152.00,-190.00,4.391,0.096,-0.132,1.0250,0.1900,-0.1390,0.9420,0.1120,-0.1000
8065,10417704,K07324.01,,FALSE POSITIVE,3.008254800,,,132.6897600,,,2.38000,,,,,,,,,,,,,,,,,,,,
8066,10420279,K07325.01,,FALSE POSITIVE,45.433248620,1.3350000e-05,-1.3350000e-05,159.8704730,2.220000e-04,-2.220000e-04,14.24200,0.01410,-0.01410,4.1435e+05,3.700e+02,-3.700e+02,77.25,2.210e+01,-1.359e+01,5731.00,154.00,-171.00,4.359,0.128,-0.192,1.0800,0.3090,-0.1900,0.9720,0.1220,-0.1000
8067,10422852,K07326.01,,FALSE POSITIVE,1.398890216,1.1120000e-06,-1.1120000e-06,132.1655800,6.190000e-04,-6.190000e-04,4.96410,0.05640,-0.05640,6.6012e+04,4.370e+02,-4.370e+02,57.48,1.679e+01,-9.030e+00,6134.00,192.00,-235.00,4.378,0.124,-0.186,1.0510,0.3070,-0.1650,0.9620,0.1400,-0.1150
8068,11495989,K07449.01,,CANDIDATE,1.322475635,5.5080000e-06,-5.5080000e-06,132.6677700,3.220000e-03,-3.220000e-03,5.30700,0.16000,-0.16000,9.9730e+02,2.720e+01,-2.720e+01,14.03,9.200e-01,-1.000e+00,4668.00,133.00,-132.00,4.700,0.053,-0.053,0.5480,0.0360,-0.0390,0.5480,0.0370,-0.0230
8069,11499757,K07450.01,,FALSE POSITIVE,12.314402323,7.9700000e-07,-7.9700000e-07,134.2520931,5.120000e-05,-5.120000e-05,5.89030,0.00249,-0.00249,3.9390e+05,1.160e+02,-1.160e+02,75.21,2.209e+01,-7.900e+00,6247.00,174.00,-217.00,4.433,0.065,-0.195,1.0660,0.3130,-0.1120,1.1220,0.1450,-0.1450
8070,11501774,K07451.01,,FALSE POSITIVE,0.691823991,8.0100000e-06,-8.0100000e-06,131.5700000,1.080000e-02,-1.080000e-02,5.96500,0.54100,-0.54100,1.6590e+02,1.860e+01,-1.860e+01,1.23,5.800e-01,-1.700e-01,5226.00,182.00,-140.00,4.404,0.127,-0.127,0.9620,0.4600,-0.1330,0.8570,0.0960,-0.0560
8071,11502172,K07452.01,,FALSE POSITIVE,25.431861399,5.0950000e-06,-5.0950000e-06,135.6191940,1.630000e-04,-1.630000e-04,5.23771,0.00831,-0.00831,4.6565e+04,6.860e+01,-6.860e+01,43.42,1.090e+01,-5.890e+00,5754.00,155.00,-155.00,4.458,0.108,-0.175,0.9000,0.2260,-0.1220,0.8470,0.1090,-0.0730
8072,11502179,K07453.01,,FALSE POSITIVE,3.988558690,3.3280000e-05,-3.3280000e-05,135.1290000,7.400000e-03,-7.400000e-03,1.46700,0.21700,-0.21700,2.1410e+02,2.370e+01,-2.370e+01,2.40,9.500e-01,-7.900e-01,5791.00,182.00,-194.00,4.057,0.283,-0.283,1.6460,0.6530,-0.5380,1.1270,0.2540,-0.1780
8073,11506235,K07454.01,,FALSE POSITIVE,20.413052415,1.5940000e-06,-1.5940000e-06,140.0167643,6.460000e-05,-6.460000e-05,4.46210,0.00394,-0.00394,9.2672e+04,8.320e+01,-8.320e+01,35.03,1.080e+01,-3.600e+00,5941.00,158.00,-193.00,4.487,0.054,-0.216,0.9630,0.2970,-0.0990,1.0380,0.1270,-0.1400
8074,11551652,K07455.01,,CANDIDATE,3.773744000,1.8330000e-04,-1.8330000e-04,131.8309000,3.240000e-02,-3.240000e-02,15.20000,2.30000,-2.30000,8.5200e+01,1.020e+01,-1.020e+01,2.44,8.200e-01,-8.100e-01,7302.00,232.00,-309.00,3.965,0.248,-0.248,2.0690,0.6990,-0.6840,1.4400,0.2480,-0.3270
8075,11560382,K07456.01,,FALSE POSITIVE,0.527679032,2.4630000e-06,-2.4630000e-06,131.8111900,4.230000e-03,-4.230000e-03,1.39500,0.11700,-0.11700,8.4100e+01,6.900e+00,-6.900e+00,0.79,2.300e-01,-7.000e-02,5799.00,155.00,-172.00,4.548,0.035,-0.196,0.8600,0.2420,-0.0810,0.9550,0.1000,-0.1110
8076,11560431,K07457.01,,FALSE POSITIVE,0.527673075,,,131.8234533,,,1.36930,,,2.6100e+01,,,0.42,7.000e-02,-5.000e-02,5367.00,212.00,-191.00,4.514,0.076,-0.124,0.8280,0.1510,-0.1010,0.8170,0.1040,-0.0780
8077,2438062,K06271.01,,FALSE POSITIVE,2.442957270,1.4700000e-05,-1.4700000e-05,132.0029200,7.750000e-03,-7.750000e-03,4.06560,0.05790,-0.05790,1.5298e+04,2.030e+02,-2.030e+02,44.35,0.000e+00,0.000e+00,5780.00,,,4.438,,,1.0000,,,1.0000,,
8078,2438517,K06272.01,,FALSE POSITIVE,3.315876880,3.1270000e-05,-3.1270000e-05,131.5064800,9.700000e-03,-9.700000e-03,3.15200,0.30400,-0.30400,1.8560e+02,2.350e+01,-2.350e+01,1.27,2.600e-01,-1.700e-01,5385.00,185.00,-185.00,4.476,0.092,-0.138,0.8750,0.1840,-0.1130,0.8350,0.1040,-0.0700
